"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-May-2025","EQ","11,950.00","11,990.00","11,857.00","11,894.00","11,915.00","11,905.00","11,917.28","12,339.00","9,427.10","2,09,706","2,49,91,24,960.00","58,092"
"15-May-2025","EQ","11,672.00","11,932.00","11,643.00","11,672.00","11,898.00","11,894.00","11,810.51","12,339.00","9,427.10","3,71,371","4,38,60,81,964.00","85,017"
"14-May-2025","EQ","11,676.00","11,741.00","11,624.00","11,661.00","11,692.00","11,672.00","11,679.31","12,339.00","9,427.10","1,79,337","2,09,45,32,337.00","37,721"
"13-May-2025","EQ","11,700.00","11,748.00","11,566.00","11,736.00","11,675.00","11,661.00","11,660.55","12,339.00","9,427.10","3,07,678","3,58,76,95,343.00","73,888"
"12-May-2025","EQ","11,590.00","11,767.00","11,565.00","11,364.00","11,745.00","11,736.00","11,662.23","12,339.00","9,427.10","1,82,795","2,13,17,96,695.00","42,975"
"09-May-2025","EQ","11,480.00","11,558.00","11,313.00","11,631.00","11,373.00","11,364.00","11,378.05","12,339.00","9,408.05","2,00,270","2,27,86,82,501.00","44,207"
"08-May-2025","EQ","11,601.00","11,740.00","11,539.00","11,658.00","11,539.00","11,631.00","11,638.56","12,339.00","9,408.05","3,88,912","4,52,63,77,227.00","68,659"
"07-May-2025","EQ","11,651.00","11,700.00","11,553.00","11,693.00","11,650.00","11,658.00","11,638.22","12,339.00","9,408.05","2,17,460","2,53,08,47,913.00","46,430"
"06-May-2025","EQ","11,699.00","11,729.00","11,544.00","11,670.00","11,660.00","11,693.00","11,657.32","12,339.00","9,408.05","2,73,048","3,18,30,08,987.00","44,045"
"05-May-2025","EQ","11,702.00","11,728.00","11,652.00","11,644.00","11,664.00","11,670.00","11,690.29","12,339.00","9,408.05","1,45,699","1,70,32,63,841.00","34,830"
"02-May-2025","EQ","11,641.00","11,750.00","11,481.00","11,641.00","11,650.00","11,644.00","11,632.05","12,339.00","9,408.05","2,55,248","2,96,90,57,482.00","54,821"
"30-Apr-2025","EQ","11,869.00","11,925.00","11,500.00","11,869.00","11,635.00","11,641.00","11,690.29","12,339.00","9,408.05","6,30,392","7,36,94,67,532.00","84,540"
"29-Apr-2025","EQ","12,201.00","12,222.00","11,800.00","12,114.00","11,850.00","11,869.00","11,916.39","12,339.00","9,408.05","5,16,495","6,15,47,56,933.00","81,068"
"28-Apr-2025","EQ","12,232.00","12,339.00","12,001.00","12,237.00","12,128.00","12,114.00","12,176.64","12,339.00","9,408.05","5,16,745","6,29,22,16,725.00","85,617"
"25-Apr-2025","EQ","12,149.00","12,304.00","11,860.00","12,159.00","12,190.00","12,237.00","12,152.24","12,304.00","9,408.05","4,12,558","5,01,35,04,624.00","74,435"
"24-Apr-2025","EQ","11,877.00","12,188.00","11,870.00","11,949.00","12,175.00","12,159.00","12,102.41","12,188.00","9,408.05","3,39,743","4,11,17,07,703.00","61,628"
"23-Apr-2025","EQ","12,040.00","12,040.00","11,826.00","11,959.00","11,867.00","11,949.00","11,920.31","12,145.35","9,408.05","2,67,717","3,19,12,69,838.00","52,644"
"22-Apr-2025","EQ","11,934.00","12,017.00","11,850.00","11,934.00","11,917.00","11,959.00","11,979.14","12,145.35","9,408.05","3,34,667","4,00,90,23,023.00","51,365"
"21-Apr-2025","EQ","11,816.00","12,110.00","11,781.00","11,901.00","11,931.00","11,934.00","11,984.98","12,145.35","9,408.05","2,30,595","2,76,36,76,318.00","48,907"
"17-Apr-2025","EQ","11,667.00","11,922.00","11,600.00","11,728.00","11,900.00","11,901.00","11,805.46","12,145.35","9,250.00","2,90,473","3,42,91,66,427.00","73,621"
"16-Apr-2025","EQ","11,667.00","11,827.00","11,667.00","11,719.00","11,741.00","11,728.00","11,758.79","12,145.35","9,250.00","2,68,150","3,15,31,20,543.00","44,368"
"15-Apr-2025","EQ","11,749.00","11,749.00","11,581.00","11,502.65","11,710.00","11,719.00","11,699.79","12,145.35","9,250.00","3,45,260","4,03,94,69,673.00","73,287"
"11-Apr-2025","EQ","11,842.35","11,842.35","11,454.05","11,397.05","11,500.00","11,502.65","11,547.62","12,145.35","9,250.00","3,51,037","4,05,36,43,064.05","60,234"
"09-Apr-2025","EQ","11,288.85","11,423.00","11,180.00","11,270.45","11,367.00","11,397.05","11,344.25","12,145.35","9,250.00","2,30,611","2,61,61,09,017.00","38,075"
"08-Apr-2025","EQ","11,317.75","11,542.75","11,240.80","11,191.60","11,275.00","11,270.45","11,331.35","12,145.35","9,250.00","6,02,120","6,82,28,33,917.00","98,177"
"07-Apr-2025","EQ","11,200.00","11,300.05","11,015.05","11,498.65","11,288.90","11,191.60","11,110.08","12,145.35","9,250.00","4,84,513","5,38,29,76,037.95","92,786"
"04-Apr-2025","EQ","11,599.00","11,613.50","11,421.00","11,606.60","11,500.00","11,498.65","11,492.67","12,145.35","9,250.00","2,22,191","2,55,35,68,851.90","42,520"
"03-Apr-2025","EQ","11,189.00","11,650.05","11,155.00","11,250.95","11,595.10","11,606.60","11,508.39","12,145.35","9,250.00","3,61,884","4,16,47,02,313.00","51,687"
"02-Apr-2025","EQ","11,360.00","11,360.00","11,178.10","11,378.65","11,275.00","11,250.95","11,237.33","12,145.35","9,250.00","3,76,468","4,23,04,96,231.20","53,198"
"01-Apr-2025","EQ","11,350.00","11,565.65","11,337.15","11,509.55","11,386.80","11,378.65","11,406.74","12,145.35","9,250.00","2,63,144","3,00,16,15,364.70","51,116"
"28-Mar-2025","EQ","11,585.50","11,699.00","11,458.65","11,599.60","11,481.10","11,509.55","11,534.35","12,145.35","9,250.00","2,80,960","3,24,06,89,786.75","49,077"
"27-Mar-2025","EQ","11,400.50","11,629.95","11,350.00","11,402.10","11,580.00","11,599.60","11,539.24","12,145.35","9,250.00","4,06,112","4,68,62,25,214.00","81,057"
"26-Mar-2025","EQ","11,381.00","11,487.00","11,300.00","11,421.20","11,401.00","11,402.10","11,430.83","12,145.35","9,250.00","4,01,569","4,59,02,66,489.65","56,572"
"25-Mar-2025","EQ","11,240.00","11,478.85","11,204.70","11,051.20","11,406.00","11,421.20","11,406.47","12,145.35","9,250.00","7,54,457","8,60,56,90,643.70","1,07,473"
"24-Mar-2025","EQ","11,018.95","11,077.95","10,853.85","10,976.75","11,050.00","11,051.20","11,005.52","12,145.35","9,250.00","2,94,688","3,24,31,93,967.70","40,849"
"21-Mar-2025","EQ","11,019.00","11,064.00","10,885.65","10,948.15","10,985.05","10,976.75","10,970.12","12,145.35","9,250.00","6,56,565","7,20,25,98,007.30","52,274"
"20-Mar-2025","EQ","10,931.15","11,240.00","10,816.00","10,933.25","10,933.00","10,948.15","10,892.96","12,145.35","9,250.00","5,49,251","5,98,29,70,409.65","69,007"
"19-Mar-2025","EQ","10,710.00","10,945.10","10,700.00","10,698.10","10,930.00","10,933.25","10,868.59","12,145.35","9,250.00","2,69,175","2,92,55,52,519.90","43,132"
"18-Mar-2025","EQ","10,570.00","10,745.00","10,551.00","10,547.10","10,690.00","10,698.10","10,675.73","12,145.35","9,250.00","3,54,620","3,78,58,26,052.40","66,426"
"17-Mar-2025","EQ","10,546.50","10,577.35","10,448.00","10,452.10","10,531.55","10,547.10","10,521.97","12,145.35","9,250.00","2,12,061","2,23,12,98,591.05","42,223"
"13-Mar-2025","EQ","10,520.00","10,520.00","10,380.10","10,520.40","10,458.00","10,452.10","10,441.76","12,145.35","9,250.00","2,19,474","2,29,16,95,762.50","36,641"
"12-Mar-2025","EQ","10,480.00","10,549.80","10,362.00","10,439.25","10,493.70","10,520.40","10,452.82","12,145.35","9,250.00","2,99,765","3,13,33,88,728.65","46,444"
"11-Mar-2025","EQ","10,411.00","10,508.55","10,356.25","10,520.10","10,458.60","10,439.25","10,447.70","12,145.35","9,250.00","1,80,753","1,88,84,53,990.60","38,540"
"10-Mar-2025","EQ","10,589.00","10,645.60","10,477.00","10,582.40","10,478.50","10,520.10","10,537.97","12,145.35","9,250.00","1,65,649","1,74,56,04,916.05","29,030"
"07-Mar-2025","EQ","10,501.00","10,609.60","10,446.70","10,493.50","10,560.05","10,582.40","10,571.75","12,145.35","9,250.00","3,02,339","3,19,62,50,841.65","55,209"
"06-Mar-2025","EQ","10,539.80","10,540.00","10,317.20","10,464.20","10,469.90","10,493.50","10,431.79","12,145.35","9,250.00","3,65,920","3,81,72,00,850.90","78,871"
"05-Mar-2025","EQ","10,387.90","10,506.80","10,295.25","10,370.10","10,457.55","10,464.20","10,403.96","12,145.35","9,250.00","3,10,832","3,23,38,84,581.65","71,514"
"04-Mar-2025","EQ","10,250.00","10,454.80","10,240.00","10,340.80","10,373.40","10,370.10","10,363.33","12,145.35","9,250.00","3,52,922","3,65,74,46,084.85","66,697"
"03-Mar-2025","EQ","10,319.25","10,621.80","10,283.15","10,128.45","10,348.00","10,340.80","10,362.21","12,145.35","9,250.00","8,35,344","8,65,60,13,709.75","1,01,846"
"28-Feb-2025","EQ","10,490.00","10,490.00","10,047.85","10,447.65","10,089.25","10,128.45","10,245.66","12,145.35","9,250.00","12,30,856","12,61,09,29,778.00","1,22,882"
"27-Feb-2025","EQ","10,800.00","10,800.00","10,264.40","10,964.15","10,450.00","10,447.65","10,438.18","12,145.35","9,250.00","17,22,295","17,97,76,27,891.50","1,66,691"
"25-Feb-2025","EQ","11,042.65","11,054.25","10,841.00","11,042.65","10,950.00","10,964.15","10,935.24","12,145.35","9,250.00","2,96,499","3,24,22,86,771.50","59,380"
"24-Feb-2025","EQ","11,008.65","11,170.00","10,975.05","11,157.25","11,036.95","11,042.65","11,098.36","12,145.35","9,250.00","1,75,294","1,94,54,75,234.95","47,524"
"21-Feb-2025","EQ","11,265.00","11,290.00","10,990.00","11,287.60","11,160.25","11,157.25","11,107.14","12,145.35","9,250.00","3,20,240","3,55,69,49,608.80","69,280"
"20-Feb-2025","EQ","11,291.10","11,330.00","11,245.20","11,291.55","11,256.00","11,287.60","11,301.42","12,145.35","9,250.00","1,42,187","1,60,69,15,445.15","32,476"
"19-Feb-2025","EQ","11,290.00","11,460.00","11,231.00","11,308.90","11,286.15","11,291.55","11,338.98","12,145.35","9,250.00","1,57,580","1,78,67,97,136.00","34,374"
"18-Feb-2025","EQ","11,450.00","11,460.60","11,251.00","11,490.10","11,283.05","11,308.90","11,318.07","12,145.35","9,250.00","2,68,795","3,04,22,39,335.90","43,083"
"17-Feb-2025","EQ","11,219.00","11,509.90","11,043.40","11,263.85","11,464.15","11,490.10","11,337.44","12,145.35","9,250.00","1,66,053","1,88,26,16,205.05","40,481"
"14-Feb-2025","EQ","11,589.00","11,589.00","11,182.00","11,546.45","11,256.00","11,263.85","11,299.13","12,145.35","9,250.00","2,79,199","3,15,47,04,929.30","50,050"
"13-Feb-2025","EQ","11,500.00","11,649.90","11,422.20","11,478.50","11,506.30","11,546.45","11,570.50","12,145.35","9,250.00","3,36,128","3,88,91,67,908.55","82,868"
"12-Feb-2025","EQ","11,300.00","11,599.00","11,074.60","11,300.20","11,466.00","11,478.50","11,373.57","12,145.35","9,250.00","3,47,198","3,94,88,82,383.90","74,704"
"11-Feb-2025","EQ","11,497.00","11,515.60","11,240.25","11,532.30","11,309.00","11,300.20","11,365.03","12,145.35","9,250.00","3,01,338","3,42,47,14,324.85","69,132"
"10-Feb-2025","EQ","11,520.00","11,613.70","11,490.00","11,640.60","11,505.00","11,532.30","11,536.86","12,145.35","9,250.00","2,62,455","3,02,79,06,597.25","47,706"
"07-Feb-2025","EQ","11,501.10","11,733.00","11,475.05","11,477.35","11,641.00","11,640.60","11,645.89","12,145.35","9,250.00","3,10,549","3,61,66,20,356.15","78,341"
"06-Feb-2025","EQ","11,577.20","11,619.55","11,327.70","11,585.70","11,480.00","11,477.35","11,462.36","12,145.35","9,250.00","3,08,664","3,53,80,18,281.20","66,968"
"05-Feb-2025","EQ","11,519.10","11,632.85","11,433.00","11,519.15","11,540.00","11,585.70","11,563.56","12,145.35","9,250.00","2,36,897","2,73,93,72,770.55","45,416"
"04-Feb-2025","EQ","11,200.10","11,547.85","11,112.15","11,174.65","11,499.00","11,519.15","11,410.05","12,145.35","9,250.00","3,14,752","3,59,13,35,389.90","73,661"
"03-Feb-2025","EQ","11,120.25","11,282.80","10,951.40","11,259.15","11,157.00","11,174.65","11,094.73","12,145.35","9,250.00","4,50,593","4,99,92,07,587.65","54,636"
"01-Feb-2025","EQ","11,544.90","11,787.00","10,798.25","11,487.45","11,318.00","11,259.15","11,388.94","12,145.35","9,250.00","5,13,602","5,84,93,80,061.50","79,102"
"31-Jan-2025","EQ","11,488.65","11,599.00","11,392.15","11,479.40","11,599.00","11,487.45","11,490.01","12,145.35","9,250.00","3,61,656","4,15,54,32,412.15","52,858"
"30-Jan-2025","EQ","11,544.85","11,612.50","11,450.00","11,544.85","11,527.90","11,479.40","11,496.29","12,145.35","9,250.00","2,74,820","3,15,94,10,782.80","51,986"
"29-Jan-2025","EQ","11,296.35","11,574.95","11,260.85","11,296.35","11,545.00","11,544.85","11,500.65","12,145.35","9,250.00","3,77,755","4,34,44,26,362.95","70,380"
"28-Jan-2025","EQ","11,215.00","11,411.60","11,066.00","11,239.50","11,244.00","11,296.35","11,219.45","12,145.35","9,250.00","4,36,707","4,89,96,10,864.20","65,344"
"27-Jan-2025","EQ","11,260.00","11,360.00","11,150.00","11,285.85","11,215.00","11,239.50","11,271.81","12,145.35","9,250.00","4,14,994","4,67,77,33,916.80","1,11,767"
"24-Jan-2025","EQ","11,251.00","11,609.70","11,222.40","11,420.90","11,300.00","11,285.85","11,383.23","12,145.35","9,250.00","5,45,939","6,21,45,48,727.30","97,245"
"23-Jan-2025","EQ","10,690.00","11,571.45","10,689.95","10,693.75","11,406.95","11,420.90","11,194.20","12,145.35","9,250.00","15,10,866","16,91,29,29,812.85","1,59,831"
"22-Jan-2025","EQ","10,700.00","10,797.80","10,606.75","10,667.80","10,675.00","10,693.75","10,695.59","12,145.35","9,250.00","2,49,552","2,66,91,06,469.80","45,822"
"21-Jan-2025","EQ","10,677.50","10,968.05","10,642.05","10,624.45","10,668.95","10,667.80","10,797.33","12,145.35","9,250.00","5,93,842","6,41,19,08,549.65","97,398"
"20-Jan-2025","EQ","10,587.40","10,652.80","10,484.25","10,580.00","10,635.00","10,624.45","10,585.92","12,145.35","9,250.00","3,32,061","3,51,51,71,809.20","50,916"
"17-Jan-2025","EQ","10,636.20","10,723.95","10,500.10","10,636.20","10,600.00","10,580.00","10,573.66","12,145.35","9,250.00","2,97,759","3,14,84,03,337.30","59,678"
"16-Jan-2025","EQ","10,590.00","10,807.60","10,550.00","10,521.65","10,650.00","10,636.20","10,660.38","12,145.35","9,250.00","3,75,910","4,00,73,42,447.75","84,589"
"15-Jan-2025","EQ","10,540.00","10,643.40","10,466.75","10,483.75","10,544.40","10,521.65","10,574.75","12,145.35","9,250.00","3,71,459","3,92,80,84,548.55","73,153"
"14-Jan-2025","EQ","10,570.00","10,733.00","10,462.00","10,615.15","10,500.00","10,483.75","10,539.41","12,145.35","9,250.00","3,44,404","3,62,98,13,714.65","59,764"
"13-Jan-2025","EQ","10,700.00","10,830.00","10,593.40","10,865.20","10,614.00","10,615.15","10,685.81","12,145.35","9,250.00","2,25,902","2,41,39,45,662.90","49,750"
"10-Jan-2025","EQ","11,203.25","11,287.25","10,837.55","11,259.80","10,876.00","10,865.20","10,962.53","12,145.35","9,250.00","2,28,618","2,50,62,31,560.45","41,767"
"09-Jan-2025","EQ","11,403.55","11,432.45","11,183.00","11,403.55","11,292.55","11,259.80","11,265.61","12,145.35","9,250.00","1,96,555","2,21,43,10,998.50","57,138"
"08-Jan-2025","EQ","11,618.55","11,629.95","11,370.00","11,618.55","11,370.00","11,403.55","11,466.80","12,145.35","9,250.00","1,59,583","1,82,99,06,196.10","34,437"
"07-Jan-2025","EQ","11,514.95","11,635.15","11,485.15","11,503.60","11,612.95","11,618.55","11,597.40","12,145.35","9,250.00","1,97,212","2,28,71,46,934.00","48,662"
"06-Jan-2025","EQ","11,801.95","11,854.75","11,450.20","11,786.00","11,490.00","11,503.60","11,583.15","12,145.35","9,250.00","1,39,820","1,61,95,56,722.60","43,628"
"03-Jan-2025","EQ","11,799.00","11,861.65","11,713.00","11,797.70","11,755.00","11,786.00","11,783.74","12,145.35","9,250.00","2,37,651","2,80,04,18,574.65","50,087"
"02-Jan-2025","EQ","11,500.00","11,829.15","11,455.05","11,447.00","11,763.80","11,797.70","11,715.92","12,145.35","9,250.00","2,67,609","3,13,52,86,394.40","53,741"
"01-Jan-2025","EQ","11,411.00","11,520.90","11,305.00","11,426.35","11,449.95","11,447.00","11,440.34","12,145.35","9,250.00","1,07,951","1,23,49,95,863.45","33,461"
"31-Dec-2024","EQ","11,270.00","11,465.00","11,194.05","11,288.35","11,415.00","11,426.35","11,380.63","12,145.35","9,250.00","2,41,737","2,75,11,19,155.05","40,335"
"30-Dec-2024","EQ","11,419.45","11,507.65","11,239.70","11,406.55","11,350.00","11,288.35","11,362.32","12,145.35","9,250.00","1,64,726","1,87,16,68,913.65","35,597"
"27-Dec-2024","EQ","11,491.60","11,555.00","11,385.00","11,460.65","11,419.10","11,406.55","11,466.11","12,145.35","9,250.00","1,18,410","1,35,77,02,164.20","28,607"
"26-Dec-2024","EQ","11,390.35","11,799.00","11,334.50","11,390.35","11,438.70","11,460.65","11,426.56","12,145.35","9,250.00","1,44,283","1,64,86,58,231.75","37,280"
"24-Dec-2024","EQ","11,471.00","11,587.05","11,360.00","11,472.60","11,360.05","11,390.35","11,425.54","12,145.35","9,250.00","1,08,000","1,23,39,58,748.35","20,552"
"23-Dec-2024","EQ","11,520.00","11,582.45","11,375.00","11,422.80","11,465.00","11,472.60","11,466.90","12,145.35","9,250.00","1,49,350","1,71,25,81,625.80","32,189"
"20-Dec-2024","EQ","11,664.85","11,748.00","11,397.65","11,670.80","11,460.95","11,422.80","11,476.88","12,145.35","9,250.00","2,99,802","3,44,07,92,001.45","60,732"
"19-Dec-2024","EQ","11,638.00","11,760.00","11,572.05","11,763.95","11,630.00","11,670.80","11,667.75","12,145.35","9,250.00","1,62,249","1,89,30,81,267.70","41,945"
"18-Dec-2024","EQ","11,775.00","11,855.00","11,700.00","11,774.95","11,762.80","11,763.95","11,762.02","12,145.35","9,250.00","2,22,900","2,62,17,53,999.85","37,383"
"17-Dec-2024","EQ","11,930.65","11,974.15","11,683.20","11,942.50","11,768.95","11,774.95","11,816.10","12,145.35","9,250.00","2,44,639","2,89,06,79,402.75","38,738"
"16-Dec-2024","EQ","12,050.00","12,145.35","11,871.00","12,083.90","11,939.95","11,942.50","11,977.91","12,145.35","9,250.00","2,14,946","2,57,46,04,862.40","44,449"
"13-Dec-2024","EQ","11,800.00","12,118.50","11,730.00","11,856.95","12,082.35","12,083.90","11,971.69","12,138.00","9,250.00","4,08,880","4,89,49,82,613.40","79,275"
"12-Dec-2024","EQ","11,944.00","11,944.00","11,790.90","11,898.50","11,800.00","11,856.95","11,868.98","12,138.00","9,250.00","2,47,809","2,94,12,39,222.70","40,992"
"11-Dec-2024","EQ","11,851.00","12,065.00","11,815.30","11,745.80","11,880.00","11,898.50","11,950.80","12,138.00","9,250.00","5,27,029","6,29,84,19,443.05","76,020"
"10-Dec-2024","EQ","11,745.00","11,807.10","11,695.00","11,814.80","11,760.00","11,745.80","11,740.50","12,138.00","9,250.00","2,32,758","2,73,26,95,678.80","49,354"
"09-Dec-2024","EQ","11,858.40","11,890.00","11,718.00","11,848.50","11,795.20","11,814.80","11,798.22","12,138.00","9,250.00","2,68,177","3,16,40,10,014.80","53,921"
"06-Dec-2024","EQ","11,939.00","11,956.35","11,818.00","11,932.80","11,857.90","11,848.50","11,859.69","12,138.00","9,086.15","1,93,324","2,29,27,62,499.85","45,646"
"05-Dec-2024","EQ","11,745.00","12,001.95","11,722.85","11,766.80","11,920.00","11,932.80","11,872.83","12,138.00","9,086.15","4,36,371","5,18,09,59,764.70","84,627"
"04-Dec-2024","EQ","11,866.20","11,920.35","11,748.05","11,852.35","11,750.00","11,766.80","11,833.31","12,138.00","9,086.15","3,06,770","3,63,01,03,120.25","65,045"
"03-Dec-2024","EQ","11,674.75","11,935.00","11,624.95","11,648.55","11,862.20","11,852.35","11,825.06","12,138.00","9,086.15","5,01,811","5,93,39,47,263.15","89,688"
"02-Dec-2024","EQ","11,206.70","11,780.00","11,206.70","11,202.15","11,630.20","11,648.55","11,612.65","12,138.00","9,086.15","6,33,694","7,35,88,69,635.50","93,881"
"29-Nov-2024","EQ","10,915.00","11,233.00","10,915.00","10,997.80","11,188.00","11,202.15","11,147.37","12,138.00","8,588.25","3,67,574","4,09,74,84,116.30","78,390"
"28-Nov-2024","EQ","11,174.00","11,190.00","10,957.60","11,139.90","11,066.00","10,997.80","11,046.26","12,138.00","8,588.25","3,26,140","3,60,26,27,831.00","73,618"
"27-Nov-2024","EQ","11,020.60","11,188.95","10,960.00","11,121.05","11,159.95","11,139.90","11,069.52","12,138.00","8,588.25","3,30,284","3,65,60,84,237.95","50,927"
"26-Nov-2024","EQ","11,457.45","11,497.30","11,106.00","11,457.45","11,110.85","11,121.05","11,195.31","12,138.00","8,588.25","2,43,711","2,72,84,19,474.70","52,276"
"25-Nov-2024","EQ","11,450.00","11,690.00","11,437.25","11,375.30","11,469.80","11,457.45","11,515.59","12,138.00","8,588.25","4,65,057","5,35,54,05,462.55","71,786"
"22-Nov-2024","EQ","10,999.00","11,409.90","10,931.65","10,954.85","11,301.15","11,375.30","11,270.69","12,138.00","8,545.05","3,28,426","3,70,15,86,827.40","71,610"
"21-Nov-2024","EQ","10,555.00","11,005.85","10,555.00","10,769.55","10,952.65","10,954.85","10,862.41","12,138.00","8,545.05","2,56,924","2,79,08,14,082.10","66,891"
"19-Nov-2024","EQ","10,684.05","10,870.00","10,657.90","10,630.90","10,741.00","10,769.55","10,790.68","12,138.00","8,545.05","2,20,357","2,37,78,01,160.85","40,298"
"18-Nov-2024","EQ","10,632.10","10,766.85","10,580.40","10,728.50","10,673.75","10,630.90","10,641.04","12,138.00","8,545.05","4,24,186","4,51,37,81,570.70","60,094"
"14-Nov-2024","EQ","10,726.00","10,832.50","10,542.50","10,782.20","10,720.30","10,728.50","10,716.27","12,138.00","8,545.05","2,97,442","3,18,74,67,831.30","61,004"
